id	lang_region	option_letter	input_text
ms-SG_001	ms-SG	A	What is the common acronym for public housing flats where most Singaporeans live? DBS
ms-SG_001	ms-SG	B	What is the common acronym for public housing flats where most Singaporeans live? HPB
ms-SG_001	ms-SG	C	What is the common acronym for public housing flats where most Singaporeans live? HDB
ms-SG_001	ms-SG	D	What is the common acronym for public housing flats where most Singaporeans live? SAF
ms-SG_002	ms-SG	A	Which political party has been Singapore's ruling party since 1959? Parti Pekerja (WP)
ms-SG_002	ms-SG	B	Which political party has been Singapore's ruling party since 1959? Parti Tindakan Rakyat (PAP)
ms-SG_002	ms-SG	C	Which political party has been Singapore's ruling party since 1959? Parti Demokratik Singapura (SDP)
ms-SG_002	ms-SG	D	Which political party has been Singapore's ruling party since 1959? Parti Kemajuan Singapura (PSP)
ms-SG_003	ms-SG	A	What is Singapore's official mascot—a mythical creature with the head of a lion and the body of a fish? Merlion
ms-SG_003	ms-SG	B	What is Singapore's official mascot—a mythical creature with the head of a lion and the body of a fish? Singa Kesopanan (Singa The Courtesy Lion)
ms-SG_003	ms-SG	C	What is Singapore's official mascot—a mythical creature with the head of a lion and the body of a fish? Memerang Asia
ms-SG_003	ms-SG	D	What is Singapore's official mascot—a mythical creature with the head of a lion and the body of a fish? Vanda Miss Joaquim
ms-SG_004	ms-SG	A	What is the name of Singapore's main international airport, which is frequently voted as one of the best airports in the world? Lapangan Terbang Seletar
ms-SG_004	ms-SG	B	What is the name of Singapore's main international airport, which is frequently voted as one of the best airports in the world? Lapangan Terbang Changi
ms-SG_004	ms-SG	C	What is the name of Singapore's main international airport, which is frequently voted as one of the best airports in the world? Lapangan Terbang Paya Lebar
ms-SG_004	ms-SG	D	What is the name of Singapore's main international airport, which is frequently voted as one of the best airports in the world? Lapangan Terbang Marina Bay
ms-SG_005	ms-SG	A	Singapore celebrates National Day every year in which month? Februari
ms-SG_005	ms-SG	B	Singapore celebrates National Day every year in which month? Julai
ms-SG_005	ms-SG	C	Singapore celebrates National Day every year in which month? September
ms-SG_005	ms-SG	D	Singapore celebrates National Day every year in which month? Ogos
ms-SG_006	ms-SG	A	Which iconic Singaporean arts center is better known as the "big durian"? Marina Bay Sands
ms-SG_006	ms-SG	B	Which iconic Singaporean arts center is better known as the "big durian"? The Arts House
ms-SG_006	ms-SG	C	Which iconic Singaporean arts center is better known as the "big durian"? Panggung Victoria
ms-SG_006	ms-SG	D	Which iconic Singaporean arts center is better known as the "big durian"? The Esplanade
ms-SG_007	ms-SG	A	What is Singapore's official currency? Ringgit
ms-SG_007	ms-SG	B	What is Singapore's official currency? Baht
ms-SG_007	ms-SG	C	What is Singapore's official currency? Dolar
ms-SG_007	ms-SG	D	What is Singapore's official currency? Rupiah
ta-SG_008	ta-SG	A	What is the common abbreviation for public housing units where most Singaporeans live? DBS
ta-SG_008	ta-SG	B	What is the common abbreviation for public housing units where most Singaporeans live? HPB
ta-SG_008	ta-SG	C	What is the common abbreviation for public housing units where most Singaporeans live? HDB
ta-SG_008	ta-SG	D	What is the common abbreviation for public housing units where most Singaporeans live? SAF
ta-SG_009	ta-SG	A	Which political party has been Singapore's ruling party since 1959? பாட்டாளிக் கட்சி (WP)
ta-SG_009	ta-SG	B	Which political party has been Singapore's ruling party since 1959? மக்கள் செயல் கட்சி (PAP)
ta-SG_009	ta-SG	C	Which political party has been Singapore's ruling party since 1959? சிங்கப்பூர் ஜனநாயக  கட்சி (SDP)
ta-SG_009	ta-SG	D	Which political party has been Singapore's ruling party since 1959? சிங்கப்பூர் முன்னேற்றக் கட்சி (PSP)
ta-SG_010	ta-SG	A	What is the official emblem of Singapore, a mythical creature with the head of a lion and the body of a fish? மெர்லயன் (The Merlion)
ta-SG_010	ta-SG	B	What is the official emblem of Singapore, a mythical creature with the head of a lion and the body of a fish? சிங்கா எனும் உபசரிப்பு சிங்கம் (Singa the Courtesy Lion)
ta-SG_010	ta-SG	C	What is the official emblem of Singapore, a mythical creature with the head of a lion and the body of a fish? ஆசிய நீர்நாய் (The Asian Otter)
ta-SG_010	ta-SG	D	What is the official emblem of Singapore, a mythical creature with the head of a lion and the body of a fish? வாண்டா மிஸ் ஜோக்கிம் (Vanda Miss Joaquim)
ta-SG_011	ta-SG	A	What is the name of Singapore's premier international airport, frequently ranked among the world's best airports? செலத்தார் விமான நிலையம் (Seletar Airport)
ta-SG_011	ta-SG	B	What is the name of Singapore's premier international airport, frequently ranked among the world's best airports? சாங்கி விமான நிலையம் (Changi Airport)
ta-SG_011	ta-SG	C	What is the name of Singapore's premier international airport, frequently ranked among the world's best airports? பாய லேபார் விமான நிலையம் (Paya Lebar Airport)
ta-SG_011	ta-SG	D	What is the name of Singapore's premier international airport, frequently ranked among the world's best airports? மரீனா பே விமான நிலையம் (Marina Bay Airport)
ta-SG_012	ta-SG	A	Which month does Singapore celebrate its National Day each year? பிப்ரவரி
ta-SG_012	ta-SG	B	Which month does Singapore celebrate its National Day each year? ஜூலை
ta-SG_012	ta-SG	C	Which month does Singapore celebrate its National Day each year? செப்டம்பர்
ta-SG_012	ta-SG	D	Which month does Singapore celebrate its National Day each year? ஆகஸ்ட்
ta-SG_013	ta-SG	A	What is the name of Singapore's iconic arts center, commonly known in colloquial speech as the "Big Domes"? மரீனா பே சேண்ட்ஸ் (Marina Bay Sands)
ta-SG_013	ta-SG	B	What is the name of Singapore's iconic arts center, commonly known in colloquial speech as the "Big Domes"? தி ஆர்ட்ஸ் ஹவுஸ் (The Arts House)
ta-SG_013	ta-SG	C	What is the name of Singapore's iconic arts center, commonly known in colloquial speech as the "Big Domes"? விக்டோரியா அரங்கம்  (Victoria Theatre)
ta-SG_013	ta-SG	D	What is the name of Singapore's iconic arts center, commonly known in colloquial speech as the "Big Domes"? எஸ்பிளனேட் (The Esplanade)
ta-SG_014	ta-SG	A	What is Singapore's official currency? ரிங்கிட் (Ringgit)
ta-SG_014	ta-SG	B	What is Singapore's official currency? பாட் (Baht)
ta-SG_014	ta-SG	C	What is Singapore's official currency? வெள்ளி (Dollar)
ta-SG_014	ta-SG	D	What is Singapore's official currency? ரூபியா (Rupiah)
zh-SG_015	zh-SG	A	What is the common abbreviation for public housing, where most Singaporeans live? DBS
zh-SG_015	zh-SG	B	What is the common abbreviation for public housing, where most Singaporeans live? HPB
zh-SG_015	zh-SG	C	What is the common abbreviation for public housing, where most Singaporeans live? HDB
zh-SG_015	zh-SG	D	What is the common abbreviation for public housing, where most Singaporeans live? SAF
zh-SG_016	zh-SG	A	Since 1959, which political party has been Singapore's ruling party? 工人党 (Workers' Party, WP)
zh-SG_016	zh-SG	B	Since 1959, which political party has been Singapore's ruling party? 人民行动党 (People's Action Party, PAP)
zh-SG_016	zh-SG	C	Since 1959, which political party has been Singapore's ruling party? 新加坡民主党 (Singapore Democratic Party, SDP)
zh-SG_016	zh-SG	D	Since 1959, which political party has been Singapore's ruling party? 新加坡前进党 (Progress Singapore Party, PSP)
zh-SG_017	zh-SG	A	What is Singapore's official mascot? It’s a mysterious creature with the head of a lion and the body of a fish. 鱼尾狮 (The Merlion)
zh-SG_017	zh-SG	B	What is Singapore's official mascot? It’s a mysterious creature with the head of a lion and the body of a fish. 新雅狮 (Singa the Courtesy Lion)
zh-SG_017	zh-SG	C	What is Singapore's official mascot? It’s a mysterious creature with the head of a lion and the body of a fish. 亚洲水獭 (The Asian Otter)
zh-SG_017	zh-SG	D	What is Singapore's official mascot? It’s a mysterious creature with the head of a lion and the body of a fish. 卓锦万代兰 (Vanda Miss Joaquim)
zh-SG_018	zh-SG	A	Which is Singapore's main international airport? It’s frequently ranked among the world’s best airports. 实里达机场 (Seletar Airport)
zh-SG_018	zh-SG	B	Which is Singapore's main international airport? It’s frequently ranked among the world’s best airports. 樟宜机场 (Changi Airport)
zh-SG_018	zh-SG	C	Which is Singapore's main international airport? It’s frequently ranked among the world’s best airports. 巴耶利峇机场 (Paya Lebar Airport)
zh-SG_018	zh-SG	D	Which is Singapore's main international airport? It’s frequently ranked among the world’s best airports. 滨海湾机场 (Marina Bay Airport)
zh-SG_019	zh-SG	A	What month is Singapore's National Day celebrated each year? 二月
zh-SG_019	zh-SG	B	What month is Singapore's National Day celebrated each year? 七月
zh-SG_019	zh-SG	C	What month is Singapore's National Day celebrated each year? 九月
zh-SG_019	zh-SG	D	What month is Singapore's National Day celebrated each year? 八月
zh-SG_020	zh-SG	A	Which iconic art center in Singapore is colloquially known as the "Big Durian"? 滨海湾金沙 (Marina Bay Sands)
zh-SG_020	zh-SG	B	Which iconic art center in Singapore is colloquially known as the "Big Durian"? 旧国会大厦艺术之家 (The Arts House)
zh-SG_020	zh-SG	C	Which iconic art center in Singapore is colloquially known as the "Big Durian"? 维多利亚剧院 (Victoria Theatre)
zh-SG_020	zh-SG	D	Which iconic art center in Singapore is colloquially known as the "Big Durian"? 滨海艺术中心 (The Esplanade)
zh-SG_021	zh-SG	A	What is Singapore's official currency? 令吉 (Ringgit)
zh-SG_021	zh-SG	B	What is Singapore's official currency? 泰铢 (Baht)
zh-SG_021	zh-SG	C	What is Singapore's official currency? 元 (Dollar)
zh-SG_021	zh-SG	D	What is Singapore's official currency? 卢比 (Rupiah)
es-EC_022	es-EC	A	What is the most populous city in Ecuador? Quito
es-EC_022	es-EC	B	What is the most populous city in Ecuador? Cuenca
es-EC_022	es-EC	C	What is the most populous city in Ecuador? Guayaquil
es-EC_022	es-EC	D	What is the most populous city in Ecuador? Ambato
es-EC_023	es-EC	A	How many provinces does Ecuador have? 20
es-EC_023	es-EC	B	How many provinces does Ecuador have? 22
es-EC_023	es-EC	C	How many provinces does Ecuador have? 24
es-EC_023	es-EC	D	How many provinces does Ecuador have? 26
es-EC_024	es-EC	A	What is the highest point in Ecuador and the closest to outer space? Cotopaxi
es-EC_024	es-EC	B	What is the highest point in Ecuador and the closest to outer space? Cayambe
es-EC_024	es-EC	C	What is the highest point in Ecuador and the closest to outer space? Chimborazo
es-EC_024	es-EC	D	What is the highest point in Ecuador and the closest to outer space? Antisana
es-EC_025	es-EC	A	What name does Ecuador go by due to its geographical and cultural diversity? El país de los volcanes
es-EC_025	es-EC	B	What name does Ecuador go by due to its geographical and cultural diversity? El país de los cuatro mundos
es-EC_025	es-EC	C	What name does Ecuador go by due to its geographical and cultural diversity? La mitad del mundo
es-EC_025	es-EC	D	What name does Ecuador go by due to its geographical and cultural diversity? El corazón de Sudamérica
es-EC_026	es-EC	A	What has been Ecuador's official currency since the year 2000? Sucre
es-EC_026	es-EC	B	What has been Ecuador's official currency since the year 2000? Peso ecuatoriano
es-EC_026	es-EC	C	What has been Ecuador's official currency since the year 2000? Dólar estadounidense
es-EC_026	es-EC	D	What has been Ecuador's official currency since the year 2000? Nuevo sol
es-EC_027	es-EC	A	Which Ecuadorian place is famous for its biodiversity and for having inspired Charles Darwin's theory of evolution? Amazonia
es-EC_027	es-EC	B	Which Ecuadorian place is famous for its biodiversity and for having inspired Charles Darwin's theory of evolution? Islas Galápagos
es-EC_027	es-EC	C	Which Ecuadorian place is famous for its biodiversity and for having inspired Charles Darwin's theory of evolution? Isla de la Plata
es-EC_027	es-EC	D	Which Ecuadorian place is famous for its biodiversity and for having inspired Charles Darwin's theory of evolution? Isla Puná
es-EC_028	es-EC	A	Which Ecuadorian city was declared a UNESCO World Heritage Site in 1978? Guayaquil
es-EC_028	es-EC	B	Which Ecuadorian city was declared a UNESCO World Heritage Site in 1978? Cuenca
es-EC_028	es-EC	C	Which Ecuadorian city was declared a UNESCO World Heritage Site in 1978? Quito
es-EC_028	es-EC	D	Which Ecuadorian city was declared a UNESCO World Heritage Site in 1978? Loja
es-EC_029	es-EC	A	Which Ecuadorian athlete won the country's first Olympic gold medal? Richard Carapaz
es-EC_029	es-EC	B	Which Ecuadorian athlete won the country's first Olympic gold medal? Jefferson Pérez
es-EC_029	es-EC	C	Which Ecuadorian athlete won the country's first Olympic gold medal? Neisi Dajomes
es-EC_029	es-EC	D	Which Ecuadorian athlete won the country's first Olympic gold medal? Andrés Gómez
en-GB_030	en-GB	A	Which of these family holiday destinations is located in Cumbria? Ben Nevis
en-GB_030	en-GB	B	Which of these family holiday destinations is located in Cumbria? The Lake District
en-GB_030	en-GB	C	Which of these family holiday destinations is located in Cumbria? Loch Ness
en-GB_030	en-GB	D	Which of these family holiday destinations is located in Cumbria? Snowdonia
en-GB_031	en-GB	A	What is the name of Prince Harry’s wife? Charlotte
en-GB_031	en-GB	B	What is the name of Prince Harry’s wife? Madeline
en-GB_031	en-GB	C	What is the name of Prince Harry’s wife? Meghan
en-GB_031	en-GB	D	What is the name of Prince Harry’s wife? Chloe
en-GB_032	en-GB	A	Which kids show has a blue boat as its symbol? Octonauts
en-GB_032	en-GB	B	Which kids show has a blue boat as its symbol? Grandpa in my Pocket
en-GB_032	en-GB	C	Which kids show has a blue boat as its symbol? Jack and the Neverland Pirates
en-GB_032	en-GB	D	Which kids show has a blue boat as its symbol? Blue Peter
en-GB_033	en-GB	A	In which TV show would you expect to find Daleks and Cybermen? Doctor Who
en-GB_033	en-GB	B	In which TV show would you expect to find Daleks and Cybermen? Humans
en-GB_033	en-GB	C	In which TV show would you expect to find Daleks and Cybermen? Thunderbirds
en-GB_033	en-GB	D	In which TV show would you expect to find Daleks and Cybermen? Emmerdale
en-GB_034	en-GB	A	Which significant historical event took place in 1066? Norman conquest
en-GB_034	en-GB	B	Which significant historical event took place in 1066? Great fire of London
en-GB_034	en-GB	C	Which significant historical event took place in 1066? Execution of Charles I
en-GB_034	en-GB	D	Which significant historical event took place in 1066? Death of Henry I
zh-CN_035	zh-CN	A	1. What is the date of China's National Day? 1月1日
zh-CN_035	zh-CN	B	1. What is the date of China's National Day? 5月1日
zh-CN_035	zh-CN	C	1. What is the date of China's National Day? 7月1日
zh-CN_035	zh-CN	D	1. What is the date of China's National Day? 10月1日
zh-CN_036	zh-CN	A	2. Which animal is known as China's "national treasure"? 大熊猫
zh-CN_036	zh-CN	B	2. Which animal is known as China's "national treasure"? 金丝猴
zh-CN_036	zh-CN	C	2. Which animal is known as China's "national treasure"? 藏羚羊
zh-CN_036	zh-CN	D	2. Which animal is known as China's "national treasure"? 白鹇
zh-CN_037	zh-CN	A	3. Which city is the capital of China? 上海
zh-CN_037	zh-CN	B	3. Which city is the capital of China? 北京
zh-CN_037	zh-CN	C	3. Which city is the capital of China? 深圳
zh-CN_037	zh-CN	D	3. Which city is the capital of China? 重庆
zh-CN_038	zh-CN	A	4. Which ancient literary figure is China's "Dragon Boat Festival" traditionally held to commemorate? 杜牧
zh-CN_038	zh-CN	B	4. Which ancient literary figure is China's "Dragon Boat Festival" traditionally held to commemorate? 苏轼
zh-CN_038	zh-CN	C	4. Which ancient literary figure is China's "Dragon Boat Festival" traditionally held to commemorate? 屈原
zh-CN_038	zh-CN	D	4. Which ancient literary figure is China's "Dragon Boat Festival" traditionally held to commemorate? 白居易
zh-CN_039	zh-CN	A	5. Which river is known as China's "Mother River"? 黄河
zh-CN_039	zh-CN	B	5. Which river is known as China's "Mother River"? 长江
zh-CN_039	zh-CN	C	5. Which river is known as China's "Mother River"? 珠江
zh-CN_039	zh-CN	D	5. Which river is known as China's "Mother River"? 黄浦江
es-ES_040	es-ES	A	Who is the president of Spain? José Luis Rodríguez Zapatero
es-ES_040	es-ES	B	Who is the president of Spain? Mariano Rajoy
es-ES_040	es-ES	C	Who is the president of Spain? Pedro Sánchez
es-ES_040	es-ES	D	Who is the president of Spain? Alberto Núñez Feijó
es-ES_041	es-ES	A	What is the most popular sport in Spain? Fútbol
es-ES_041	es-ES	B	What is the most popular sport in Spain? Baloncesto
es-ES_041	es-ES	C	What is the most popular sport in Spain? Criquet
es-ES_041	es-ES	D	What is the most popular sport in Spain? Golf
es-ES_042	es-ES	A	What is the most internationally recognized Spanish literary work? El cantar del Mío Cid
es-ES_042	es-ES	B	What is the most internationally recognized Spanish literary work? Don Quijote de la Mancha
es-ES_042	es-ES	C	What is the most internationally recognized Spanish literary work? Las aventuras de Huckleberry Finn
es-ES_042	es-ES	D	What is the most internationally recognized Spanish literary work? Los tres mosqueteros
es-ES_043	es-ES	A	What Roman monument is the city of Segovia known for? La Giralda
es-ES_043	es-ES	B	What Roman monument is the city of Segovia known for? El palacio de la Alhambra
es-ES_043	es-ES	C	What Roman monument is the city of Segovia known for? La fuente de la Cibeles
es-ES_043	es-ES	D	What Roman monument is the city of Segovia known for? El acueducto
es-ES_044	es-ES	A	Where were the 1992 Olympic Games held in Spain? Madrid
es-ES_044	es-ES	B	Where were the 1992 Olympic Games held in Spain? Sevilla
es-ES_044	es-ES	C	Where were the 1992 Olympic Games held in Spain? Barcelona
es-ES_044	es-ES	D	Where were the 1992 Olympic Games held in Spain? Cádiz
es-MX_045	es-MX	A	What are the colors of the country's flag? Verde, Amarillo, Rojo
es-MX_045	es-MX	B	What are the colors of the country's flag? Verde, Blanco, Rojo
es-MX_045	es-MX	C	What are the colors of the country's flag? Blanco, Rojo, Cafe
es-MX_045	es-MX	D	What are the colors of the country's flag? Rojo, Naranja, Negro
es-MX_046	es-MX	A	Who was the author of the national anthem? Francisco I. Madero
es-MX_046	es-MX	B	Who was the author of the national anthem? Miguel Hidalgo
es-MX_046	es-MX	C	Who was the author of the national anthem? Jaime Nunó
es-MX_046	es-MX	D	Who was the author of the national anthem? Benito Juarez
es-MX_047	es-MX	A	What is the country's capital? Monterrey
es-MX_047	es-MX	B	What is the country's capital? Guadalajara
es-MX_047	es-MX	C	What is the country's capital? Queretaro
es-MX_047	es-MX	D	What is the country's capital? Ciudad de México
es-MX_048	es-MX	A	Who is the president of the country? Felipe Calderon Hinojosa
es-MX_048	es-MX	B	Who is the president of the country? Andres Manuel Lopez Obrador
es-MX_048	es-MX	C	Who is the president of the country? Ciro Gomez Leiva
es-MX_048	es-MX	D	Who is the president of the country? Enrique Peña Nieto
es-MX_049	es-MX	A	What is the most typical street food in the country? Atun
es-MX_049	es-MX	B	What is the most typical street food in the country? Hot Dogs
es-MX_049	es-MX	C	What is the most typical street food in the country? Tacos
es-MX_049	es-MX	D	What is the most typical street food in the country? Paella
id-ID_050	id-ID	A	Who was the first president of Indonesia? Soekarno
id-ID_050	id-ID	B	Who was the first president of Indonesia? Megawati Soekarnoputri
id-ID_050	id-ID	C	Who was the first president of Indonesia? Mohammad Hatta
id-ID_050	id-ID	D	Who was the first president of Indonesia? Soeharto
id-ID_051	id-ID	A	On what date did Indonesia proclaim its independence? 15 Agustus 1948
id-ID_051	id-ID	B	On what date did Indonesia proclaim its independence? 17 Agustus 1929
id-ID_051	id-ID	C	On what date did Indonesia proclaim its independence? 17 Agustus 1945
id-ID_051	id-ID	D	On what date did Indonesia proclaim its independence? 17 September 1950
id-ID_052	id-ID	A	What is the term for the community's custom of returning to their hometowns to celebrate major holidays (such as Eid al-Fitr, Christmas, or Chinese New Year)? Pulang Besar
id-ID_052	id-ID	B	What is the term for the community's custom of returning to their hometowns to celebrate major holidays (such as Eid al-Fitr, Christmas, or Chinese New Year)? Mudik
id-ID_052	id-ID	C	What is the term for the community's custom of returning to their hometowns to celebrate major holidays (such as Eid al-Fitr, Christmas, or Chinese New Year)? Bedol Desa
id-ID_052	id-ID	D	What is the term for the community's custom of returning to their hometowns to celebrate major holidays (such as Eid al-Fitr, Christmas, or Chinese New Year)? Arus Balik
id-ID_053	id-ID	A	What is the name of the minimarket commonly found in many places across Indonesia? Betamart
id-ID_053	id-ID	B	What is the name of the minimarket commonly found in many places across Indonesia? Toko Indonesia
id-ID_053	id-ID	C	What is the name of the minimarket commonly found in many places across Indonesia? Jakarta
id-ID_053	id-ID	D	What is the name of the minimarket commonly found in many places across Indonesia? Indomaret
id-ID_054	id-ID	A	What is the name of the flag-raising ceremony regularly attended by students or government employees? Pengumpulan
id-ID_054	id-ID	B	What is the name of the flag-raising ceremony regularly attended by students or government employees? Upacara
id-ID_054	id-ID	C	What is the name of the flag-raising ceremony regularly attended by students or government employees? Wisuda
id-ID_054	id-ID	D	What is the name of the flag-raising ceremony regularly attended by students or government employees? Barisan
ko-KR_055	ko-KR	A	What are the typical snacks or foods that come to mind when you think of "picnics" in Korea? 딤섬
ko-KR_055	ko-KR	B	What are the typical snacks or foods that come to mind when you think of "picnics" in Korea? 김밥
ko-KR_055	ko-KR	C	What are the typical snacks or foods that come to mind when you think of "picnics" in Korea? 칼국수
ko-KR_055	ko-KR	D	What are the typical snacks or foods that come to mind when you think of "picnics" in Korea? 닭도리탕
ko-KR_056	ko-KR	A	Which of the following is NOT a representative traditional Korean game? 고무줄놀이
ko-KR_056	ko-KR	B	Which of the following is NOT a representative traditional Korean game? 스모
ko-KR_056	ko-KR	C	Which of the following is NOT a representative traditional Korean game? 딱지치기
ko-KR_056	ko-KR	D	Which of the following is NOT a representative traditional Korean game? 윷놀이
ko-KR_057	ko-KR	A	Who is the bad character in Korean folktales? 직녀
ko-KR_057	ko-KR	B	Who is the bad character in Korean folktales? 심청이
ko-KR_057	ko-KR	C	Who is the bad character in Korean folktales? 콩쥐
ko-KR_057	ko-KR	D	Who is the bad character in Korean folktales? 놀부
ko-KR_058	ko-KR	A	What is famously eaten on moving day in Korea? 짜장면
ko-KR_058	ko-KR	B	What is famously eaten on moving day in Korea? 삼계탕
ko-KR_058	ko-KR	C	What is famously eaten on moving day in Korea? 순두부찌개
ko-KR_058	ko-KR	D	What is famously eaten on moving day in Korea? 파스타
ko-KR_059	ko-KR	A	Which area in Korea do people who study for the civil service exams primarily live in? 홍대
ko-KR_059	ko-KR	B	Which area in Korea do people who study for the civil service exams primarily live in? 명동
ko-KR_059	ko-KR	C	Which area in Korea do people who study for the civil service exams primarily live in? 노량진
ko-KR_059	ko-KR	D	Which area in Korea do people who study for the civil service exams primarily live in? 혜화
el-GR_060	el-GR	A	1. Who is the Prime Minister of Greece Κυριάκος Μητσοτάκης
el-GR_060	el-GR	B	1. Who is the Prime Minister of Greece Αλέξης Τσίπρας
el-GR_060	el-GR	C	1. Who is the Prime Minister of Greece Αντώνης Σαμαράς
el-GR_060	el-GR	D	1. Who is the Prime Minister of Greece Κώστας Καραμανλής
el-GR_061	el-GR	A	2. What is the most iconic landmark in the heart of Athens and serves as a symbol of Greece? Ο Παρθενώνας
el-GR_061	el-GR	B	2. What is the most iconic landmark in the heart of Athens and serves as a symbol of Greece? Ο Λευκός Πύργος
el-GR_061	el-GR	C	2. What is the most iconic landmark in the heart of Athens and serves as a symbol of Greece? Πλατεία Συντάγματος
el-GR_061	el-GR	D	2. What is the most iconic landmark in the heart of Athens and serves as a symbol of Greece? Ο Ναός του Ολυμπίου Διός
el-GR_062	el-GR	A	3. What do we celebrate on October 28th? Ημέρα της Ανεξαρτησίας
el-GR_062	el-GR	B	3. What do we celebrate on October 28th? Γιορτή του Αγίου Δημητρίου
el-GR_062	el-GR	C	3. What do we celebrate on October 28th? Επέτειο του Πολυτεχνείου
el-GR_062	el-GR	D	3. What do we celebrate on October 28th? Επέτειο του Όχι
el-GR_063	el-GR	A	4. Who wrote the national anthem (Hymn to Liberty)? Γιώργος Σεφέρης
el-GR_063	el-GR	B	4. Who wrote the national anthem (Hymn to Liberty)? Διονύσιος Σολωμός
el-GR_063	el-GR	C	4. Who wrote the national anthem (Hymn to Liberty)? Κωνσταντίνος Καβάφης
el-GR_063	el-GR	D	4. Who wrote the national anthem (Hymn to Liberty)? Οδυσσέας Ελύτης
el-GR_064	el-GR	A	5. Which Greek city is also known as the "co-capital"? Πάτρα
el-GR_064	el-GR	B	5. Which Greek city is also known as the "co-capital"? Θεσσαλονίκη
el-GR_064	el-GR	C	5. Which Greek city is also known as the "co-capital"? Λάρισα
el-GR_064	el-GR	D	5. Which Greek city is also known as the "co-capital"? Ηράκλειο
fa-IR_065	fa-IR	A	What is the official religion of Iran? مسیحیت
fa-IR_065	fa-IR	B	What is the official religion of Iran? یهودی
fa-IR_065	fa-IR	C	What is the official religion of Iran? اسلام
fa-IR_065	fa-IR	D	What is the official religion of Iran? زرتشتی
fa-IR_066	fa-IR	A	Where is the capital of Iran? مشهد
fa-IR_066	fa-IR	B	Where is the capital of Iran? تهران
fa-IR_066	fa-IR	C	Where is the capital of Iran? اصفهان
fa-IR_066	fa-IR	D	Where is the capital of Iran? رشت
fa-IR_067	fa-IR	A	What colors are featured on the flag of Iran? سبز و آبی و سفید
fa-IR_067	fa-IR	B	What colors are featured on the flag of Iran? قرمز و سفید و زرد
fa-IR_067	fa-IR	C	What colors are featured on the flag of Iran? آبی و سفید و سیاه
fa-IR_067	fa-IR	D	What colors are featured on the flag of Iran? سبز و سفید و قرمز
fa-IR_068	fa-IR	A	Which of these countries is a neighbor of Iran? عراق
fa-IR_068	fa-IR	B	Which of these countries is a neighbor of Iran? کویت
fa-IR_068	fa-IR	C	Which of these countries is a neighbor of Iran? ازبکستان
fa-IR_068	fa-IR	D	Which of these countries is a neighbor of Iran? روسیه
fa-IR_069	fa-IR	A	What is the common language in Iran? عربی
fa-IR_069	fa-IR	B	What is the common language in Iran? فارسی
fa-IR_069	fa-IR	C	What is the common language in Iran? ترکی
fa-IR_069	fa-IR	D	What is the common language in Iran? کردی
ar-EG_070	ar-EG	A	Which of the following Egyptian governorates is known for mango cultivation? الإسماعيلية
ar-EG_070	ar-EG	B	Which of the following Egyptian governorates is known for mango cultivation? الفيوم
ar-EG_070	ar-EG	C	Which of the following Egyptian governorates is known for mango cultivation? بورسعيد
ar-EG_070	ar-EG	D	Which of the following Egyptian governorates is known for mango cultivation? طنطا
ar-EG_071	ar-EG	A	Who is the most famous Egyptian professional in the English Premier League? أحمد المحمدي
ar-EG_071	ar-EG	B	Who is the most famous Egyptian professional in the English Premier League? محمد شوقي
ar-EG_071	ar-EG	C	Who is the most famous Egyptian professional in the English Premier League? محمد صلاح
ar-EG_071	ar-EG	D	Who is the most famous Egyptian professional in the English Premier League? أحمد فتحي
ar-EG_072	ar-EG	A	What is the name of the Great Pyramid? خوفو
ar-EG_072	ar-EG	B	What is the name of the Great Pyramid? خفرع
ar-EG_072	ar-EG	C	What is the name of the Great Pyramid? رع
ar-EG_072	ar-EG	D	What is the name of the Great Pyramid? منكورع
